,Y,S,Noise,Denoised
0,11.348836341131136,4.18593527964731,11.103455835654767,0.5896720875876086
1,11.324262129952588,4.171267592783343,11.090117502336636,0.5851233358547929
2,11.311829029573646,4.138967366395878,11.070065602739916,0.5828412086008492
3,11.300495191597712,4.129089040653608,11.066188989235014,0.5807720071182545
4,11.28986564977826,4.118245163215418,11.055776415866411,0.5788409883596538
5,11.277399687251556,4.102501376447804,11.040022228330168,0.5765881157554195
6,11.269757593761376,4.091633529612451,11.034952435722017,0.5752132614669476
7,11.264747546315016,4.087934095276847,11.018330942460315,0.5743144879154642
8,11.250604929953353,4.078251880158481,11.002255027864823,0.5717882728048467
9,11.242750568995278,4.062454825675648,10.994412634569192,0.5703922021037575
10,11.22852745952572,4.056811464783455,10.990370888310114,0.5678765902672415
11,11.223767780415212,4.048282168884632,10.988294774499627,0.5670383252484371
12,11.206477162874783,4.041763427994737,10.97494436659846,0.5640080946475178
13,11.19939618565897,4.033007188657003,10.972307814700855,0.5627738656469552
14,11.190857332976957,4.029937663092513,10.966093848982048,0.5612906964884506
15,11.179740501627947,4.020702776684544,10.959346890735107,0.5593681688605481
16,11.175643370812764,4.014771543451658,10.953615359667596,0.5586620105347219
17,11.166200375503015,4.003977480096848,10.940609477346923,0.5570393548350702
18,11.160769850248563,3.9956988586524544,10.939749433933175,0.5561092649458599
19,11.157561003212704,3.990544835359173,10.930057330149454,0.5555607352385531
20,11.152847706771341,3.984397233715633,10.923635580226104,0.5547564435707282
21,11.14288558710483,3.975014854531454,10.918492130642356,0.5530619898445881
22,11.136272410260721,3.9681673593386466,10.908266427603301,0.5519412737862128
23,11.132252656485916,3.9627732195963343,10.907398786788303,0.5512616566830991
24,11.126685481053757,3.9581468828591024,10.896281048611861,0.5503224085245154
25,11.12066943311688,3.9506174565216288,10.886785124989935,0.5493100213980621
26,11.118599337222719,3.940964292714659,10.886273737667148,0.5489622841803025
27,11.106224691986853,3.936360290767425,10.881470773159318,0.5468901793412354
28,11.105298696720327,3.926655196631804,10.874765751483537,0.5467355772736674
29,11.097633804645577,3.9208279412796525,10.874321159060957,0.5454582798596059
30,11.091341380648705,3.914337293371702,10.870404611251267,0.5444129066602413
31,11.080044093838014,3.910556944473976,10.864502927919311,0.5425432991929108
32,11.076923485647903,3.9069362898416196,10.858345436044466,0.5420284957179795
33,11.064300999147394,3.904433923776226,10.85389298666315,0.539953345177674
34,11.061106956824563,3.9021411349383466,10.843239019180299,0.5394300567834381
35,11.056716930423843,3.8992869376746104,10.839487598254172,0.5387120191293295
36,11.049628446450367,3.8878623573299405,10.83396491125015,0.5375555235111894
37,11.043980677616766,3.8849487651660546,10.828885627763208,0.5366366420759707
38,11.037168912930694,3.871192522629863,10.824280871749151,0.5355313894420795
39,11.034606656094029,3.868617966857115,10.816038527341505,0.5351164958214256
40,11.030097290463708,3.8643604777928657,10.813699993644983,0.5343874407006379
41,11.02898943226667,3.8590461399923637,10.809398850564774,0.5342085459348674
42,11.022466744394881,3.8548660206663174,10.801100137738473,0.5331570229953811
43,11.01102984860855,3.8505431202101947,10.79485058744366,0.5313204673377502
44,11.01034648219147,3.8440287889587808,10.789548319933811,0.5312110200043338
45,11.00790730682315,3.8382512674059788,10.784080652472486,0.5308206287452447
46,11.002390949792336,3.8349112360189137,10.777209242413141,0.5299392563135258
47,10.992890339248888,3.830389569380767,10.771148309574196,0.5284262380654783
48,10.986540884937227,3.8262785809221933,10.766228440096517,0.5274185241792045
49,10.982574309131312,3.825311637728392,10.764313326331235,0.52679039845413
50,10.976905483938038,3.8184716066813795,10.760677058046808,0.525894582733006
51,10.975050960912924,3.813082037190299,10.75438501322401,0.5256019982453316
52,10.972831833765943,3.81249506109237,10.751457555697986,0.525252198963674
53,10.96632277336641,3.803304928047879,10.748382095639984,0.5242281131469098
54,10.963137913195558,3.8012558191438726,10.740570527649615,0.5237280792794974
55,10.954971168580677,3.795966379388321,10.737941096497066,0.5224490078497337
56,10.95015566155739,3.789847741996272,10.734827088838856,0.5216969132863292
57,10.947235530160452,3.7845721344081604,10.72891634454847,0.5212416011815096
58,10.944479399683242,3.7797576646253086,10.721831428352926,0.5208123851941732
59,10.94031893032264,3.7765657238857138,10.718054788919464,0.5201654330833976
60,10.932233832552958,3.772185295621037,10.71116330165711,0.5189115075898858
61,10.930290651114218,3.767816647983179,10.706010146252831,0.5186107865755436
62,10.924306977531726,3.7607835469747135,10.704299218630645,0.5176863454356421
63,10.922461682905581,3.7539833992902554,10.69877379181951,0.5174017373161811
64,10.91297349189797,3.7523831340829927,10.693556596266756,0.5159418819928132
65,10.909247402443244,3.746734367163438,10.691101503058697,0.5153702063411298
66,10.90673180868983,3.743087550851733,10.68681519581175,0.5149847666066176
67,10.901179456229983,3.7348824210886256,10.685166456647677,0.514135501531472
68,10.89808006200156,3.7324571576508423,10.676528121560638,0.5136623074101455
69,10.893263915473144,3.7256107033296217,10.669938060083858,0.512928254322155
70,10.886304106615958,3.7216752258081773,10.666625504045752,0.5118701394685511
71,10.880464074737832,3.720126963468791,10.662673411059107,0.5109846888758083
72,10.879332102529954,3.717960015549577,10.659350685316982,0.5108133172117719
73,10.873290986578407,3.7113462623765265,10.65542067351037,0.5099001368338598
74,10.867713791466242,3.704453353840946,10.654647486067933,0.5090591669379468
75,10.86261975389611,3.701717338363717,10.650326672784004,0.5082927936205585
76,10.856045975040931,3.6956542871882965,10.641936468735846,0.5073062511223101
77,10.854118993154188,3.6945382491513707,10.639506916912373,0.5070175864470238
78,10.848669809652069,3.6903234639077716,10.633104930379115,0.5062025684287872
79,10.845362291938981,3.6839346881833226,10.631461781951073,0.5057087916443662
80,10.840006547007542,3.679152354917674,10.628107814874651,0.5049107044088021
81,10.834231494817766,3.674446040838303,10.619063153095643,0.5040521620066694
82,10.83218456485588,3.6709586391567273,10.615657596253543,0.5037483610592232
83,10.830358811012244,3.666460422012281,10.611007305114308,0.5034776086977649
84,10.826252857429722,3.6643974645771498,10.609431225204338,0.5028694752690195
85,10.821544219268583,3.6575776132393765,10.60780806331958,0.5021733772853884
86,10.813172197878416,3.656022002595715,10.603972303011771,0.5009391224910937
87,10.81229136788433,3.6532030351179867,10.6009451072873,0.5008095187336252
88,10.808258277185827,3.643553368508895,10.593313009415159,0.5002167120772029
89,10.80520699091761,3.6407788914898034,10.592098261850582,0.49976888656156704
90,10.79505060899109,3.63627998273445,10.58366463665058,0.49828241728602746
